Name,Age,Email,Phone,Discipline,Highest Qualification,Work Experience,Research Works
Tejas Roy,32,naiduchatresh@example.net,1628288189,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,7 years at Indian Meteorological Department,Climate Modeling; Meteorology; Environmental Science
Yashvi Raju,50,jeremiahsaini@example.org,8955610945,Electronics & Communication Engineering,PhD in Electronics & Communication Engineering; Master's Degree in Electronics Engineering,10 years at DRDO,Advanced Communication Systems; Microwave Engineering; Signal Processing Techniques
Ojas Konda,46,shravya54@example.org,04089537849,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,5 years at DRDO in cryptography,Mathematical Modelling; Cryptography; Applied Statistics
Yatan Bakshi,51,mbrahmbhatt@example.net,4310866978,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,5 years at DRDO in climate modeling,Climate Modeling; Meteorology; Environmental Science
Anya Sachdeva,50,bathaadi@example.org,6676571387,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,4 years in automation industry,Control Systems; Instrumentation and Measurement; Process Automation
Timothy Bora,67,semtanish@example.net,5581359694,Psychology,PhD in Psychology; Master's Degree in Clinical Psychology,7 years at DRDO in cognitive psychology research,Cognitive Behavioral Therapy; Military Psychology; Human Factors Engineering
Lohit Sawhney,49,advaykuruvilla@example.com,07235786888,Mechanical Engineering,PhD in Mechanical Engineering; Master's Degree in Mechatronics,4 years at Hindustan Aeronautics Limited,Thermodynamics; Mechanical Design Optimization; Robotics and Automation
Rayaan Nagi,35,wsaxena@example.com,2927363877,Electronics & Communication Engineering,PhD in Electronics & Communication Engineering; Master's Degree in Electronics Engineering,5 years at Bharat Electronics Limited,Advanced Communication Systems; Microwave Engineering; Signal Processing Techniques
Osha Devi,55,xpradhan@example.com,00211521472,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,4 years at Tata Steel,Nanomaterials; Composite Materials; Metallurgy
Radhika Ravi,63,edhithabir@example.org,06604155215,Computer Science Engineering,PhD in Computer Science; Master's Degree in Information Technology,4 years at DRDO in AI and cybersecurity,Artificial Intelligence and Machine Learning; Cybersecurity; Cloud Computing and Big Data
Rachita Ganguly,57,ybutala@example.com,08693508396,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,4 years in data science,Mathematical Modelling; Cryptography; Applied Statistics
Christopher Mitter,40,dwagle@example.net,+919700708251,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,4 years in environmental consulting,Climate Modeling; Meteorology; Environmental Science
Saumya Goda,49,vohrawatika@example.org,+911282711378,Psychology,PhD in Psychology; Master's Degree in Clinical Psychology,7 years at DRDO in cognitive psychology research,Cognitive Behavioral Therapy; Military Psychology; Human Factors Engineering
Rachita Sundaram,69,umang93@example.org,3769726446,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,8 years at DRDO,Control Systems; Instrumentation and Measurement; Process Automation
Rachita Balay,64,harsh09@example.org,00781354650,Ceramic Engineering,PhD in Ceramic Engineering; Master's Degree in Material Science,8 years at DRDO in materials research,Ceramic Materials; High-Temperature Materials; Glass Science
Oliver Banik,35,wallahenry@example.org,+910064195599,Physics,PhD in Physics; Master's Degree in Applied Physics,7 years at DRDO in material science,Solid State Physics; Quantum Mechanics; Nanotechnology
Timothy Sinha,67,tankgagan@example.org,+915996429306,Polymer Science,PhD in Polymer Science; Master's Degree in Chemical Engineering,5 years in polymer research,Polymer Synthesis; Biodegradable Polymers; Polymer Blends and Composites
Viraj Raghavan,54,yagneshkapur@example.org,0855537036,Psychology,PhD in Psychology; Master's Degree in Clinical Psychology,4 years as a clinical psychologist,Cognitive Behavioral Therapy; Military Psychology; Human Factors Engineering
Avni Hans,36,anamika86@example.org,+916112103635,Electrical Engineering,PhD in Electrical Engineering; Master's Degree in Power Systems,6 years at DRDO,Power Electronics; Renewable Energy Systems; Smart Grids
Urvi Batra,32,fkulkarni@example.net,1912564932,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,5 years at Bharat Heavy Electricals Limited,Control Systems; Instrumentation and Measurement; Process Automation
Chaitaly Dhillon,37,pminhas@example.net,+917542455688,Electrical Engineering,PhD in Electrical Engineering; Master's Degree in Power Systems,3 years at NTPC,Power Electronics; Renewable Energy Systems; Smart Grids
Champak Narasimhan,60,paichandani@example.com,1154379508,Mechanical Engineering,PhD in Mechanical Engineering; Master's Degree in Mechatronics,5 years in automotive industry,Thermodynamics; Mechanical Design Optimization; Robotics and Automation
Pavani Soman,62,csathe@example.net,+913305701445,Electrical Engineering,PhD in Electrical Engineering; Master's Degree in Power Systems,5 years at Siemens,Power Electronics; Renewable Energy Systems; Smart Grids
Ati Rege,66,pinglemeera@example.net,3448624603,Computer Science Engineering,PhD in Computer Science; Master's Degree in Information Technology,4 years at DRDO in AI and cybersecurity,Artificial Intelligence and Machine Learning; Cybersecurity; Cloud Computing and Big Data
Raghav Agate,30,maanavsinha@example.org,9604629597,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,5 years in the semiconductor industry,Nanomaterials; Composite Materials; Metallurgy
Harshil Cherian,50,aadhyabhatt@example.org,+912346709141,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,5 years at DRDO in climate modeling,Climate Modeling; Meteorology; Environmental Science
Lucky Sur,46,berajack@example.net,+912805804740,Physical Oceanography,PhD in Physical Oceanography; Master's Degree in Marine Science,5 years at DRDO in oceanography research,Ocean Currents; Marine Ecosystems; Coastal Engineering
Anay Bassi,69,ria30@example.org,+914415188069,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,5 years at DRDO in cryptography,Mathematical Modelling; Cryptography; Applied Statistics
Faqid Kuruvilla,63,boraaadi@example.net,9637815666,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,7 years at DRDO,Aerodynamics; Aircraft Design; Aerospace Propulsion
Ayush Mitra,37,adya29@example.com,04313382328,Electronics & Communication Engineering,PhD in Electronics & Communication Engineering; Master's Degree in Electronics Engineering,5 years at Bharat Electronics Limited,Advanced Communication Systems; Microwave Engineering; Signal Processing Techniques
Xavier Sama,63,advik36@example.com,9305825149,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,4 years at Tata Steel,Nanomaterials; Composite Materials; Metallurgy
Luke Chauhan,30,gabaupadhriti@example.com,6556425254,Chemistry,PhD in Chemistry; Master's Degree in Organic Chemistry,4 years at Indian Oil Corporation,Organic Synthesis; Analytical Chemistry; Polymer Chemistry
Vivaan Nayar,52,ykumer@example.com,+910050054527,Mechanical Engineering,PhD in Mechanical Engineering; Master's Degree in Mechatronics,4 years at Hindustan Aeronautics Limited,Thermodynamics; Mechanical Design Optimization; Robotics and Automation
Yachana Mani,59,bentara@example.org,04940000424,Physics,PhD in Physics; Master's Degree in Applied Physics,7 years at DRDO in material science,Solid State Physics; Quantum Mechanics; Nanotechnology
Pranit Arya,41,qarindayal@example.net,+918782314503,Ceramic Engineering,PhD in Ceramic Engineering; Master's Degree in Material Science,5 years at a leading ceramics manufacturer,Ceramic Materials; High-Temperature Materials; Glass Science
Vasudha Rege,65,mandaladya@example.org,+916195958737,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,7 years at Indian Meteorological Department,Climate Modeling; Meteorology; Environmental Science
Vedika Maharaj,39,upasna25@example.com,03768332886,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,9 years at DRDO,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
Peter Mane,60,cherianomya@example.com,00930538471,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,4 years in data science,Mathematical Modelling; Cryptography; Applied Statistics
Chatresh Vig,67,mohammed87@example.net,00182981054,Computer Science Engineering,PhD in Computer Science; Master's Degree in Information Technology,4 years at DRDO in AI and cybersecurity,Artificial Intelligence and Machine Learning; Cybersecurity; Cloud Computing and Big Data
Sai Shanker,32,aryannigam@example.net,+911410106251,Electrical Engineering,PhD in Electrical Engineering; Master's Degree in Power Systems,5 years at Siemens,Power Electronics; Renewable Energy Systems; Smart Grids
Kashvi Bhakta,33,garadayamai@example.org,+914889499115,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,4 years in data science,Mathematical Modelling; Cryptography; Applied Statistics
Manan Bhatnagar,45,ekantika71@example.net,+916281303598,Electronics & Communication Engineering,PhD in Electronics & Communication Engineering; Master's Degree in Electronics Engineering,3 years at a leading telecommunications company,Advanced Communication Systems; Microwave Engineering; Signal Processing Techniques
Hema Patil,53,atizachariah@example.net,+910683620688,Mechanical Engineering,PhD in Mechanical Engineering; Master's Degree in Mechatronics,4 years at Hindustan Aeronautics Limited,Thermodynamics; Mechanical Design Optimization; Robotics and Automation
Hemang Kulkarni,61,kgopal@example.net,08603629578,Polymer Science,PhD in Polymer Science; Master's Degree in Chemical Engineering,5 years in polymer research,Polymer Synthesis; Biodegradable Polymers; Polymer Blends and Composites
Vasatika Singh,41,mangalmichael@example.org,0845438689,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,7 years at DRDO,Aerodynamics; Aircraft Design; Aerospace Propulsion
Pratyush Sharaf,37,shivani99@example.net,2156999886,Ceramic Engineering,PhD in Ceramic Engineering; Master's Degree in Material Science,4 years in the glass industry,Ceramic Materials; High-Temperature Materials; Glass Science
Ekiya Gaba,31,jack73@example.net,4440288492,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,4 years at Tata Steel,Nanomaterials; Composite Materials; Metallurgy
Avni Sarma,70,uahluwalia@example.com,04692698639,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,6 years as a professor in IIT,Mathematical Modelling; Cryptography; Applied Statistics
Pratyush Gopal,55,dsood@example.net,02619066576,Electronics & Communication Engineering,PhD in Electronics & Communication Engineering; Master's Degree in Electronics Engineering,10 years at DRDO,Advanced Communication Systems; Microwave Engineering; Signal Processing Techniques
Abhimanyu Nagy,31,hpillai@example.net,09972810373,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,4 years in environmental consulting,Climate Modeling; Meteorology; Environmental Science
Ekaja Rai,66,maanavmadan@example.com,+911076191133,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,4 years at Indian Oil Corporation,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
Faris Chand,60,parekhbhavini@example.org,+918964028867,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,7 years at Indian Meteorological Department,Climate Modeling; Meteorology; Environmental Science
Andrew Soman,33,sidhuzansi@example.org,0386178007,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,4 years in automation industry,Control Systems; Instrumentation and Measurement; Process Automation
Jhalak Mane,64,virkmegha@example.net,1346041202,Electronics & Communication Engineering,PhD in Electronics & Communication Engineering; Master's Degree in Electronics Engineering,5 years at Bharat Electronics Limited,Advanced Communication Systems; Microwave Engineering; Signal Processing Techniques
Upkaar Patel,61,upadhyaylucky@example.net,1959058709,Mechanical Engineering,PhD in Mechanical Engineering; Master's Degree in Mechatronics,5 years in automotive industry,Thermodynamics; Mechanical Design Optimization; Robotics and Automation
Vedant Hegde,46,tanveer73@example.org,6427273554,Physical Oceanography,PhD in Physical Oceanography; Master's Degree in Marine Science,8 years at National Institute of Oceanography,Ocean Currents; Marine Ecosystems; Coastal Engineering
Amaira Roy,41,jagatbanerjee@example.org,8332399452,Ceramic Engineering,PhD in Ceramic Engineering; Master's Degree in Material Science,8 years at DRDO in materials research,Ceramic Materials; High-Temperature Materials; Glass Science
Harrison Sibal,52,ekiyajhaveri@example.net,06491387546,Physics,PhD in Physics; Master's Degree in Applied Physics,5 years at Bhabha Atomic Research Centre,Solid State Physics; Quantum Mechanics; Nanotechnology
Oscar Master,55,qsharaf@example.com,06982823486,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,4 years at Indian Oil Corporation,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
